Global,0.23081,0.18441,0.15611,0.14171,0.13591,0.13391,0.13321,0.13341,0.13311,0.13291,0.13301,0.13331,0.13321,0.13291,0.13281,0.13301,0.13301,0.13331,0.13291,0.13341,0.13301,0.13311,0.13321,0.13281,0.13331,0.13301,0.13311,0.13321,0.13331,0.13331,0.13341,0.13311,0.13331,0.13291,0.13361,0.13331,0.13331,0.13371,0.13321,0.13361,0.13321,0.13361,0.13381,0.13291,0.13321,0.13321,0.13271,0.13321,0.13331,0.13381,0.13281,0.13291,0.13341,0.13281,0.13351,0.13301,0.13361,0.13341,0.13351,0.13371,0.13361,0.13321,0.13281,0.13351,0.13381,0.13331,0.13271,0.13351,0.13331,0.13331,0.13371,0.13351,0.13281,0.13301,0.13261,0.13361,0.13181,0.13251,0.13441,0.13261,0.13391,0.13211,0.13361,0.13381,0.13361,0.13351,0.13441,0.13291,0.13411,0.13471,0.13331,0.13271,0.13371,0.13261,0.13191,0.13281,0.13231,0.13311,0.13271,0.13281
SumMultiStep 1,0.09011,0.11991,0.14521,0.14461,0.14731,0.14441,0.13291,0.13331,0.13021,0.12911,0.12781,0.12631,0.12521,0.12621,0.12621,0.12641,0.12711,0.12891,0.12851,0.12931,0.12941,0.13121,0.12931,0.13171,0.13091,0.13071,0.13071,0.13191,0.13001,0.13151,0.13231,0.13361,0.13041,0.13151,0.13111,0.13211,0.13161,0.13271,0.13371,0.13401,0.13341,0.13331,0.13171,0.13151,0.13241,0.13181,0.13091,0.13041,0.12801,0.12971,0.13041,0.12741,0.12911,0.13341,0.13191,0.13261,0.12971,0.13181,0.13381,0.13081,0.13221,0.13291,0.13021,0.13061,0.13311,0.13061,0.13201,0.13421,0.13591,0.13141,0.13301,0.13241,0.13061,0.13401,0.13281,0.13281,0.13141,0.13081,0.13221,0.13231,0.13181,0.13421,0.13041,0.13381,0.13241,0.13411,0.13371,0.13281,0.13061,0.13421,0.13051,0.13371,0.13411,0.13601,0.13281,0.13211,0.13391,0.13051,0.13501,0.13351
SumMultiStep 2,0.08441,0.03531,0.04701,0.07471,0.09781,0.11291,0.12121,0.12581,0.12831,0.12971,0.13081,0.13111,0.13181,0.13311,0.13361,0.13461,0.13471,0.13461,0.13531,0.13491,0.13511,0.13491,0.13491,0.13521,0.13611,0.13571,0.13541,0.13581,0.13591,0.13601,0.13591,0.13561,0.13711,0.13621,0.13631,0.13691,0.13661,0.13661,0.13641,0.13631,0.13501,0.13521,0.13691,0.13521,0.13551,0.13411,0.13571,0.13561,0.13581,0.13571,0.13341,0.13501,0.13461,0.13371,0.13401,0.13171,0.13271,0.13451,0.13471,0.13241,0.13251,0.13431,0.13211,0.13431,0.13151,0.13561,0.13401,0.13411,0.13221,0.13261,0.13311,0.13311,0.13271,0.13361,0.13281,0.13361,0.13411,0.13151,0.13141,0.13241,0.13321,0.13251,0.13171,0.13251,0.13421,0.13331,0.13221,0.13521,0.13301,0.13151,0.13291,0.13081,0.13321,0.13491,0.13171,0.13491,0.13191,0.13351,0.13361,0.13441
SumLocal 1,0.12091,0.20461,0.21821,0.20551,0.18351,0.16331,0.15121,0.14381,0.14151,0.13901,0.13841,0.13821,0.13741,0.13541,0.13521,0.13531,0.13471,0.13431,0.13301,0.13341,0.13161,0.13251,0.13111,0.13151,0.13071,0.13031,0.12981,0.12891,0.12941,0.13031,0.13121,0.13041,0.12921,0.12981,0.13051,0.13011,0.13021,0.13051,0.12931,0.13081,0.12921,0.12961,0.12861,0.12851,0.12801,0.12951,0.12671,0.12771,0.12911,0.12761,0.12761,0.12421,0.12661,0.12681,0.12671,0.12831,0.12691,0.12661,0.12731,0.12781,0.12721,0.12751,0.12871,0.12741,0.12701,0.12651,0.12571,0.12871,0.12831,0.12721,0.12761,0.12701,0.12631,0.12841,0.12911,0.12861,0.12851,0.12771,0.12801,0.13121,0.12931,0.12871,0.12691,0.12951,0.12951,0.12911,0.12981,0.12861,0.12981,0.13001,0.13051,0.12881,0.12871,0.13101,0.12811,0.12921,0.12981,0.12941,0.12951,0.12951
SumLocal 2,0.01771,0.07821,0.13821,0.20711,0.24931,0.26521,0.26671,0.26041,0.24921,0.23261,0.21891,0.20841,0.19821,0.18871,0.18121,0.17451,0.16871,0.16571,0.16191,0.15901,0.15711,0.15491,0.15261,0.15061,0.14901,0.14781,0.14631,0.14541,0.14301,0.14171,0.14121,0.13891,0.13891,0.13761,0.13781,0.13571,0.13681,0.13431,0.13441,0.13431,0.13341,0.13421,0.13351,0.13341,0.13191,0.13281,0.13321,0.13171,0.13241,0.13181,0.13201,0.13211,0.13211,0.13231,0.13131,0.13251,0.13171,0.13171,0.13151,0.13201,0.13291,0.13131,0.13211,0.13251,0.13181,0.13141,0.13241,0.13201,0.13181,0.13161,0.13091,0.13091,0.13321,0.13061,0.13071,0.13151,0.13241,0.13091,0.13281,0.13111,0.13151,0.13211,0.13191,0.13101,0.13181,0.13131,0.13171,0.13151,0.13261,0.13081,0.13121,0.13311,0.13221,0.13191,0.13221,0.13261,0.13201,0.13161,0.13161,0.13211
SumLocalReg,0.20441,0.10341,0.12261,0.14911,0.17401,0.20161,0.22371,0.23601,0.24121,0.24081,0.23551,0.22811,0.21921,0.21061,0.20111,0.19321,0.18361,0.17401,0.16721,0.16111,0.15831,0.15581,0.15551,0.15501,0.15421,0.15291,0.15311,0.15171,0.15261,0.15141,0.15121,0.14981,0.15091,0.14981,0.15031,0.14941,0.14931,0.14861,0.14821,0.14841,0.14821,0.14691,0.14641,0.14601,0.14511,0.14451,0.14451,0.14411,0.14211,0.14221,0.14121,0.14151,0.14131,0.13971,0.14001,0.13971,0.13921,0.13911,0.13951,0.13881,0.13821,0.13841,0.13781,0.13881,0.13821,0.13741,0.13761,0.13731,0.13781,0.13731,0.13771,0.13771,0.13651,0.13631,0.13521,0.13611,0.13691,0.13631,0.13631,0.13551,0.13791,0.13691,0.13641,0.13671,0.13471,0.13571,0.13681,0.13521,0.13711,0.13591,0.13581,0.13661,0.13571,0.13681,0.13691,0.13541,0.13601,0.13661,0.13661,0.13561
SumMultiStepReg,-0.26331,-0.13041,-0.03071,0.04551,0.09851,0.13051,0.14671,0.15271,0.15411,0.15381,0.15281,0.15181,0.15091,0.15111,0.15071,0.15131,0.15071,0.15241,0.15231,0.15211,0.15221,0.15151,0.15091,0.14911,0.14701,0.14531,0.14331,0.14081,0.13951,0.13881,0.13751,0.13661,0.13791,0.13491,0.13611,0.13461,0.13461,0.13481,0.13571,0.13471,0.13421,0.13371,0.13491,0.13321,0.13311,0.13361,0.13291,0.13381,0.13361,0.13271,0.13301,0.13541,0.13551,0.13241,0.13211,0.13311,0.13241,0.13251,0.13301,0.13191,0.13411,0.13251,0.13381,0.13341,0.13291,0.13281,0.13101,0.13231,0.13251,0.13231,0.13361,0.12911,0.13481,0.13351,0.13281,0.13011,0.13041,0.13101,0.13441,0.13241,0.13381,0.13131,0.13291,0.13471,0.13091,0.13381,0.13251,0.13271,0.13441,0.13261,0.13251,0.13101,0.13021,0.13351,0.13361,0.13281,0.13071,0.13351,0.13681,0.13531
